time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-11-25T20:09:47.000Z,35.461,-96.881,0.1,3.4,ml,46,35.6,,,us,usp000jbd6,2022-08-08T20:18:22.511Z,"5 km SSE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-25T20:08:55.000Z,35.461,-96.887,5,2.5,ml,21,103,,,us,usp000jbd5,2014-11-07T01:46:24.805Z,"4 km SSE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-24T21:11:04.000Z,35.563,-96.788,6.2,3.4,mwr,45,24.9,,,us,usp000jbbx,2022-08-08T20:17:27.828Z,"5 km SSE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-21T21:46:09.000Z,35.503,-96.81,5,3,ml,20,59.7,,,us,usp000jb7w,2022-08-08T20:16:28.470Z,"8 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-21T07:36:23.000Z,35.734,-97.164,3,2.8,ml,18,80.2,,,us,usp000jb6w,2022-08-08T20:15:34.198Z,"4 km WSW of Fallis, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-20T09:43:07.000Z,35.624,-97.19,1.9,2.6,ml,28,68.3,,,us,usp000jb5g,2014-11-07T01:46:23.241Z,"4 km S of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-20T05:54:02.000Z,35.551,-96.745,3.9,2.8,ml,18,77.3,,,us,usp000jb53,2022-08-08T20:06:11.609Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-18T07:41:08.000Z,35.541,-96.762,7.4,3.3,ml,22,62.7,,,us,usp000jb1g,2022-08-08T20:14:38.774Z,"9 km SE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-18T06:12:37.000Z,35.566,-97.294,4.4,2.8,ml,26,39,,,us,usp000jb16,2022-08-08T20:12:50.561Z,"0 km W of Jones, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-16T17:10:52.000Z,35.505,-96.803,5,3.2,ml,19,59.7,,,us,usp000jaye,2017-06-26T21:30:13.364Z,"9 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-16T15:27:16.000Z,35.518,-96.779,5,2.7,ml,10,65.3,,,us,usp000jay8,2014-11-07T01:46:21.729Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-16T05:17:11.000Z,35.521,-96.785,5,2.8,ml,17,61.1,,,us,usp000jaxq,2022-08-08T20:11:57.192Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-15T00:57:12.000Z,35.521,-96.775,5,2.2,ml,10,89.1,,,us,usp000jaw4,2014-11-07T01:46:21.236Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-14T23:48:37.000Z,35.476,-96.868,5,2.4,ml,17,63.5,,,us,usp000jaw2,2022-08-08T20:10:59.523Z,"4 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-14T20:26:39.000Z,35.543,-96.752,3.3,2.5,md,12,75.2,,,us,usp000javy,2014-11-07T01:46:21.213Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-14T18:20:57.000Z,35.794,-98.451,1.2,2.6,ml,12,175.1,,,us,usp000javv,2014-11-07T01:46:21.207Z,"6 km SSW of Watonga, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-14T05:31:42.000Z,35.521,-96.782,3.1,3.2,ml,42,33.9,,,us,usp000jav4,2022-08-08T20:10:06.919Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-13T10:33:57.000Z,35.465,-96.878,4.6,2.9,ml,18,115.4,,,us,usp000jau1,2014-11-07T01:46:20.894Z,"4 km SSE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-13T09:49:12.000Z,35.457,-96.876,4.8,3.2,ml,36,59.1,,,us,usp000jatz,2022-08-08T20:09:11.634Z,"5 km SSE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-13T09:01:25.000Z,35.464,-96.869,3.3,2.5,ml,14,109.3,,,us,usp000jatr,2017-06-26T21:31:10.329Z,"5 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-12T01:41:03.000Z,35.532,-96.753,6.2,3.2,ml,10,79.9,,,us,usp000jaqe,2014-11-07T01:46:20.196Z,"7 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-12T01:18:43.000Z,35.545,-96.73,3.9,3.1,ml,28,55.5,,,us,usp000jaqc,2022-08-08T20:07:08.293Z,"7 km NNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-11T19:19:16.000Z,35.537,-96.753,3.6,3.2,ml,28,57,,,us,usp000jaq6,2014-11-07T01:46:20.170Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-10T08:36:38.000Z,35.487,-96.85,3.3,3.2,md,47,41.3,,,us,usp000jans,2022-08-08T20:05:16.666Z,"5 km ESE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-09T16:22:53.000Z,35.521,-96.786,3.1,2.9,md,9,105,,,us,usp000jamu,2014-11-07T01:46:19.622Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-09T15:21:02.000Z,35.513,-97.39,3.1,3,md,16,55,,,us,usp000jamq,2014-11-07T01:46:19.613Z,"1 km SW of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-09T12:08:36.000Z,35.534,-96.761,5,3.4,ml,22,73.3,,,us,usp000jamh,2022-08-08T20:04:21.407Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-08T19:05:18.000Z,35.526,-96.77,3,3.5,mwr,92,23.5,,,us,usp000jakf,2022-08-08T20:01:28.797Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-08T03:05:07.000Z,35.52,-96.786,5,3.1,ml,6,88.3,,,us,usp000jaje,2014-11-07T01:46:19.225Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-08T02:46:57.000Z,35.531,-96.788,5,4.8,mwr,342,19.2,,,us,usp000jajb,2022-08-08T19:59:27.804Z,"9 km SSE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-07T17:09:52.000Z,35.506,-96.798,5,3.2,ml,8,98.6,,,us,usp000jahg,2014-11-07T01:46:18.968Z,"9 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T13:50:20.000Z,35.477,-96.856,3.1,3.1,md,15,74.5,,,us,usp000jah7,2022-08-08T20:03:25.256Z,"5 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T08:12:35.000Z,35.512,-96.786,3.1,3.1,md,20,60.6,,,us,usp000jags,2014-11-07T01:46:18.829Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T02:46:39.000Z,35.518,-96.8,5,2.5,ml,15,98.5,,,us,usp000jagc,2014-11-07T01:46:18.777Z,"9 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T02:38:20.000Z,35.533,-96.75,5,3.1,ml,8,110.6,,,us,usp000jagb,2014-11-07T01:46:18.775Z,"7 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T01:26:31.000Z,35.518,-96.786,3.1,3.3,mblg,31,36.2,,,us,usp000jag5,2022-08-08T20:02:26.336Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-07T01:17:13.000Z,35.522,-96.778,4,3,md,34,36.2,,,us,usp000jag3,2022-08-08T19:58:01.695Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-07T00:03:50.000Z,35.504,-96.808,3.2,2.9,md,17,80,,,us,usp000jafx,2022-08-08T20:00:32.289Z,"8 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T22:19:34.840Z,35.55,-96.751,5,2.9,mblg,6,117.2,,0.85,us,usp000jafv,2014-11-07T01:46:18.701Z,"9 km SE of Sparks, Oklahoma",earthquake,,,,,reviewed,us,us
2011-11-06T18:26:57.000Z,35.473,-96.869,3.1,3.1,md,23,62,,,us,usp000jafk,2022-08-08T19:56:07.185Z,"4 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T17:52:35.000Z,35.494,-96.828,3.1,3.4,mwr,44,34.1,,,us,usp000jafh,2022-08-08T19:57:06.464Z,"6 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T16:26:57.000Z,35.517,-96.769,3.1,2.9,md,5,178.1,,,us,usp000jafg,2014-11-07T01:46:18.638Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T15:07:07.000Z,35.484,-96.856,5,3.8,mwr,60,34.1,,,us,usp000jafa,2022-08-08T19:48:20.402Z,"4 km ESE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T11:20:22.000Z,35.485,-96.866,5,2.9,ml,23,70.8,,,us,usp000jaf0,2022-08-08T19:53:14.811Z,"3 km ESE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T11:16:20.770Z,35.522,-96.819,5,2.8,mblg,24,62.1,,1.06,us,usp000jaez,2022-08-08T19:55:05.841Z,"7 km ENE of Meeker, Oklahoma",earthquake,,,,,reviewed,us,us
2011-11-06T11:03:52.000Z,35.496,-96.838,5,3.1,ml,53,41.8,,,us,usp000jaey,2022-08-08T19:54:10.752Z,"5 km E of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T10:52:35.000Z,35.537,-96.779,3.1,3.6,mwr,62,33.9,,,us,usp000jaex,2022-08-08T19:52:18.495Z,"8 km SSE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T09:39:57.000Z,35.469,-96.865,5,3.7,mwr,71,33.2,,,us,usp000jaep,2022-08-08T19:51:21.355Z,"5 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T09:22:04.000Z,35.485,-96.844,5,3.5,ml,38,34.5,,,us,usp000jaek,2017-06-26T21:35:18.716Z,"5 km ESE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T08:14:13.000Z,35.525,-96.771,5.6,3.1,ml,8,107.7,,,us,usp000jae8,2017-06-26T21:35:29.355Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T08:04:56.270Z,35.585,-96.836,5,3,mblg,9,78.1,,0.92,us,usp000jae4,2014-11-07T01:46:18.408Z,"2 km SSW of Sparks, Oklahoma",earthquake,,,,,reviewed,us,us
2011-11-06T07:38:31.710Z,35.517,-96.834,5,3.6,mblg,14,79.6,,0.73,us,usp000jae3,2014-11-07T01:46:18.405Z,"6 km ENE of Meeker, Oklahoma",earthquake,,,,,reviewed,us,us
2011-11-06T07:32:41.000Z,35.48,-96.847,5,3.2,ml,22,55.7,,,us,usp000jae1,2022-08-08T19:50:25.610Z,"5 km ESE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T06:31:11.000Z,35.479,-96.859,5,3.7,mwr,55,34.1,,,us,usp000jadz,2022-08-08T19:49:25.193Z,"4 km SE of Meeker, Oklahoma",earthquake,,,,,reviewed,tul,slm
2011-11-06T04:53:59.000Z,35.546,-96.749,5,3.3,ml,27,68.9,,,us,usp000jadx,2014-11-07T01:46:18.347Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T04:31:50.000Z,35.522,-96.776,5,3.9,ml,46,34.1,,,us,usp000jadu,2014-11-07T01:46:18.316Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T04:08:13.000Z,35.515,-96.789,5,3,ml,7,80.1,,,us,usp000jadr,2014-11-07T01:46:18.308Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T04:03:42.000Z,35.521,-96.771,5,4,ml,17,69.2,,,us,usp000jadq,2017-03-22T15:43:57.487Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-06T03:53:10.000Z,35.532,-96.765,5.2,5.7,mww,474,17.1,,,us,usp000jadn,2022-08-07T11:15:35.953Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T01:03:58.000Z,35.546,-96.749,5,3,ml,8,107.6,,,us,usp000jadg,2014-11-07T01:46:18.170Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T14:36:30.380Z,35.518,-96.778,5,3.6,ml,49,58.5,,,us,usp000jack,2022-08-08T19:47:07.305Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T13:42:26.000Z,35.53,-96.766,5,3.2,ml,30,62.2,,,us,usp000jach,2022-08-08T19:46:09.626Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T11:24:15.000Z,35.525,-96.773,5,3.4,ml,23,56.7,,,us,usp000jace,2022-08-08T19:45:11.651Z,"9 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T09:12:11.000Z,35.528,-96.766,5,3.3,ml,25,69.1,,,us,usp000jacc,2022-08-08T19:49:51.264Z,"8 km WNW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T07:55:35.000Z,35.533,-96.757,5,2.6,ml,8,124.6,,,us,usp000jac8,2014-11-07T01:46:17.954Z,"8 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T07:50:42.000Z,35.554,-96.769,5,2.6,ml,11,117.7,,,us,usp000jac7,2017-06-26T21:38:13.016Z,"7 km SE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T07:44:34.000Z,35.54,-96.761,5,2.6,ml,11,110.4,,,us,usp000jac5,2017-06-26T21:38:23.186Z,"9 km NW of Prague, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T07:27:19.000Z,35.544,-96.765,3.2,3.3,ml,23,56.9,,,us,usp000jac3,2022-08-08T19:48:14.444Z,"8 km SE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-11-05T07:12:45.000Z,35.55,-96.764,3.1,4.8,mwr,322,17.2,,,us,usp000jac0,2022-08-08T19:41:52.429Z,"8 km SE of Sparks, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-10-28T09:18:46.000Z,35.525,-97.386,5,3.4,mblg,41,60.8,,,us,usp000ja0v,2022-08-08T19:40:37.133Z,"0 km WNW of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-10-28T06:24:57.000Z,35.518,-97.38,3.2,3.2,mblg,44,33,,,us,usp000ja0k,2022-08-08T19:39:34.458Z,"0 km SSW of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-10-27T16:42:09.000Z,35.574,-97.286,1.9,2.4,md,12,105.9,,,us,usp000j9zu,2014-11-07T01:46:11.702Z,"0 km N of Jones, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-10-23T07:58:35.000Z,35.511,-97.391,3.1,2.8,md,10,101.3,,,us,usp000j9rg,2017-06-26T21:39:39.065Z,"1 km SW of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-10-23T05:44:02.000Z,35.508,-97.387,3.2,2.6,md,12,171.2,,,us,usp000j9re,2022-08-08T19:34:03.288Z,"1 km SSW of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-10-18T05:51:27.410Z,35.48,-97.359,5,2.9,mblg,22,65.5,,1.17,us,usp000j9gf,2022-08-08T19:37:17.342Z,"3 km WSW of Nicoma Park, Oklahoma",earthquake,,,,,reviewed,us,us
2011-10-13T21:50:53.390Z,35.899,-96.696,5,2.5,mblg,7,203.1,,0.62,us,usp000j9af,2014-11-07T01:46:06.529Z,"10 km W of Shamrock, Oklahoma",earthquake,,,,,reviewed,us,us
2011-10-05T10:40:27.000Z,35.504,-97.232,3.8,3,ml,13,168.9,,,us,usp000j8y8,2014-11-07T01:46:03.951Z,"3 km ENE of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-10-02T09:21:22.000Z,35.56,-97.283,3.5,2.5,md,10,107.1,,,us,usp000j8uf,2014-11-07T01:46:02.023Z,"0 km SSE of Jones, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-18T15:44:30.000Z,35.5,-97.245,4.3,2.6,md,6,191.1,,,us,usp000j88k,2014-11-07T01:45:55.184Z,"2 km E of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-12T15:35:28.000Z,35.629,-97.244,3.4,3.3,ml,27,49.4,,,us,usp000j7ys,2022-08-08T19:35:01.462Z,"5 km SW of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-11T06:13:27.000Z,35.642,-97.217,3.2,2.4,ml,12,74.1,,,us,usp000j7wy,2014-11-07T01:45:52.701Z,"2 km SW of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-06T08:59:30.000Z,34.575,-97.244,0,2.6,ml,7,94.5,,,us,usp000j7pp,2014-11-07T01:45:50.793Z,"9 km E of Katie, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-06T00:19:06.000Z,35.466,-97.045,5,3,ml,17,68.2,,,us,usp000j7p3,2017-06-26T21:40:32.368Z,"5 km NE of McLoud, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-05T13:51:30.000Z,35.524,-97.375,3.3,2.7,md,10,96.5,,,us,usp000j7nd,2017-06-26T21:40:42.796Z,"0 km ENE of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-05T01:40:29.000Z,35.665,-97.222,3.1,2.7,ml,14,94,,,us,usp000j7mf,2017-06-26T21:40:53.549Z,"2 km W of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-01T12:53:58.000Z,34.667,-96.394,1.3,2.5,mblg,12,123.3,,,us,usp000j7c4,2014-11-07T01:45:47.687Z,"7 km NNE of Tupelo, Oklahoma",earthquake,,,,,reviewed,tul,us
2011-09-01T05:04:52.000Z,35.657,-97.298,3.2,2.5,md,8,104.5,,,us,usp000j7bu,2014-11-07T01:45:47.204Z,"2 km ESE of Arcadia, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-09-01T00:43:45.000Z,35.624,-97.233,3.2,2.6,md,6,120.2,,,us,usp000j7bj,2014-11-07T01:45:46.305Z,"5 km SW of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-31T19:58:25.000Z,35.498,-97.25,3.1,3,ml,22,66.2,,,us,usp000j7b9,2022-08-08T19:28:39.021Z,"1 km E of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-23T22:40:40.000Z,35.521,-97.364,7,2.9,ml,20,64.9,,,us,usp000j6xn,2022-08-08T19:27:42.559Z,"1 km E of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-22T22:38:38.000Z,35.526,-97.366,5,2.5,ml,13,107.4,,,us,usp000j6w2,2017-06-26T21:41:24.831Z,"1 km ENE of Spencer, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-18T16:50:52.000Z,34.881,-97.744,5,3,ml,24,80.8,,,us,usp000j6n5,2017-06-26T21:41:35.257Z,"3 km W of Bradley, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-17T00:26:53.000Z,35.467,-97.366,14.8,2.7,md,6,132.9,,,us,usp000j6jy,2014-11-07T01:45:37.561Z,"3 km NE of Midwest City, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-16T18:29:53.000Z,35.512,-97.194,4.9,2.1,md,7,132.8,,,us,usp000j6jc,2014-11-07T01:45:37.374Z,"3 km NW of Harrah, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-10T23:48:18.000Z,35.654,-97.301,5,2.5,md,5,145.1,,,us,usp000j69h,2014-11-07T01:45:35.400Z,"2 km ESE of Arcadia, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-07T13:01:57.000Z,35.48,-97.372,3.8,2.5,md,13,103.7,,,us,usp000j64v,2020-03-19T20:05:04.553Z,"4 km NNE of Midwest City, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-07T07:34:47.000Z,35.436,-97.449,5,2.5,ml,12,75.6,,,us,usp000j64f,2022-08-08T19:26:46.292Z,"0 km SW of Del City, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-08-01T01:20:07.000Z,35.522,-97.226,5,3,ml,13,86.5,,,us,usp000j5td,2022-08-08T19:24:11.095Z,"4 km NE of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-30T03:56:38.000Z,35.499,-97.257,7.6,2.6,md,6,144.7,,,us,usp000j5qn,2014-11-07T01:45:28.057Z,"1 km E of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-30T03:45:53.000Z,35.499,-97.249,7.8,2.7,md,20,76.4,,,us,usp000j5qm,2014-11-07T01:45:28.053Z,"1 km E of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-28T02:23:35.000Z,35.507,-97.242,7.5,2.3,md,6,131.5,,,us,usp000j5kh,2014-11-07T01:45:27.408Z,"Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-24T03:06:53.000Z,35.418,-96.552,1.1,2.5,md,7,141.5,,,us,usp000j5d9,2014-11-07T01:45:25.628Z,"10 km S of Paden, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-22T04:24:39.000Z,34.679,-96.395,5,2.6,md,9,106.2,,,us,usp000j5a5,2014-11-07T01:45:24.933Z,"8 km NNE of Tupelo, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-16T05:03:14.000Z,35.414,-96.548,1.1,2.5,md,6,141.7,,,us,usp000j50a,2014-11-07T01:45:22.517Z,"10 km S of Paden, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-15T02:16:43.000Z,34.745,-96.11,1.1,2.6,md,18,90.5,,,us,usp000j4xt,2014-11-07T01:45:22.071Z,"4 km SW of Ashland, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-07-01T09:29:03.000Z,35.632,-97.121,5,2.6,md,7,124.1,,,us,usp000j40t,2014-11-07T01:45:14.444Z,"7 km ESE of Luther, Oklahoma",earthquake,,,,,reviewed,tul,tul
2011-06-17T06:01:14.000Z,35.616,-97.248,3.2,2.5,md,5,153,,,us,usp000j3ak,2014-11-07T01:45:06.481Z,"6 km NNE of Jones, Oklahoma",earthquake,,,,,reviewed,tul,tul
